仓位ID,交易对,方向,数量,开仓价格,开仓时间,平仓价格,平仓时间,状态,PnL,交易次数,原始开仓时间戳,原始平仓时间戳
PIPPIN/USDT:USDT_1746163275814,PIPPIN/USDT:USDT,空头,40177,0.02133,2025-5-2 13:21,0.02195,2025-5-2 14:02,已平仓,-24.90974,8,1746163275814,1746165729022
PIPPIN/USDT:USDT_1746166490414,PIPPIN/USDT:USDT,空头,533,0.02175,2025-5-2 14:14,0.02225,2025-5-2 17:14,已平仓,-0.2665,18,1746166490414,1746177290802
PIPPIN/USDT:USDT_1746288105038,PIPPIN/USDT:USDT,空头,16021,0.01857,2025-5-4 0:01,0.01806,2025-5-4 8:29,已平仓,8.170710000000001,16,1746288105038,1746318589833
PIPPIN/USDT:USDT_1746319979894,PIPPIN/USDT:USDT,空头,27502,0.017814634166426483,2025-5-4 8:52,0.01729,2025-5-4 16:43,已平仓,14.42848884506114,17,1746319979894,1746348211188
PIPPIN/USDT:USDT_1746348807014,PIPPIN/USDT:USDT,空头,6249,0.01697356169250646,2025-5-4 16:53,0.01745,2025-5-4 19:07,已平仓,-2.977262984,19,1746348807014,1746356867919
PIPPIN/USDT:USDT_1746358424506,PIPPIN/USDT:USDT,多头,10240,0.01759528518961914,2025-5-4 19:33,0.01851,2025-5-4 22:44,已平仓,9.366679658300008,17,1746358424506,1746369866012
PIPPIN/USDT:USDT_1746423682524,PIPPIN/USDT:USDT,多头,21229,0.018919999999999996,2025-5-5 13:41,0.01894,2025-5-5 14:16,已平仓,0.42458000000005636,28,1746423682524,1746425783384
PIPPIN/USDT:USDT_1746425989040,PIPPIN/USDT:USDT,多头,8198,0.018960000000000005,2025-5-5 14:19,0.01885,2025-5-5 17:09,已平仓,-0.90178,22,1746425989040,1746436192624
PIPPIN/USDT:USDT_1747035014525,PIPPIN/USDT:USDT,多头,7580,0.04925254881266491,2025-5-12 15:30,0.03985,2025-5-13 2:09,已平仓,-71.27132,5,1747035014525,1747073349021
TST/USDT:USDT_1747053603548,TST/USDT:USDT,多头,6747,0.0703760337927968,2025-5-12 20:40,0.0642,2025-5-12 23:04,已平仓,-41.6697,5,1747053603548,1747062294808
TST/USDT:USDT_1747086831560,TST/USDT:USDT,多头,6967,0.0658,2025-5-13 5:53,0.0612,2025-5-13 9:37,已平仓,-32.0482,9,1747086831560,1747100260021
LAYER/USDT:USDT_1746518343418,LAYER/USDT:USDT,多头,135.59999999999997,2.2281579918955425,2025-5-6 15:59,2.1826,2025-5-6 16:01,已平仓,-6.177663701,13,1746518343418,1746518470137
LAYER/USDT:USDT_1746518470137_reverse,LAYER/USDT:USDT,空头,2.842170943040401e-14,2.1826,2025-5-6 16:01,,,持仓中,0,1,1746518470137,
HEI/USDT:USDT_1746162204663,HEI/USDT:USDT,多头,508.99999999999943,0.36030793462813854,2025-5-2 13:03,0.3624,2025-5-2 13:04,已平仓,1.0648612742774832,25,1746162204663,1746162243028
HEI/USDT:USDT_1746162243028_reverse,HEI/USDT:USDT,空头,5.684341886080801e-13,0.3624,2025-5-2 13:04,,,持仓中,0,1,1746162243028,
GPS/USDT:USDT_1746004272415,GPS/USDT:USDT,多头,3145,0.02249,2025-4-30 17:11,0.02294,2025-4-30 17:12,已平仓,1.4152499999999968,16,1746004272415,1746004346710
MUBARAK/USDT:USDT_1747901551161,MUBARAK/USDT:USDT,空头,5996,0.05604,2025-5-22 16:12,0.05823,2025-5-22 17:21,已平仓,-13.13124,5,1747901551161,1747905667143
BR/USDT:USDT_1746332185941,BR/USDT:USDT,多头,1067,0.07124000000000001,2025-5-4 12:16,0.06677,2025-5-4 16:33,已平仓,-4.76949,10,1746332185941,1746347639024
PARTI/USDT:USDT_1746406064923,PARTI/USDT:USDT,空头,359,0.2341,2025-5-5 8:47,0.24,2025-5-5 10:56,已平仓,-2.1181,3,1746406064923,1746413771020
